(keras)skoppula@sls-sm-8:~/lstm-testing/rnn-from-scratch$ CUDA_VISIBLE_DEVICES=1 python lstm_all_variants.py -t -d shakespeare -v additive_no_sigmoid_relu6
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
{'dataset': 'shakespeare', 'train': True, 'variant': 'additive_no_sigmoid_relu6', 'generate': False, 'num_words': None}
('fetched data. trn/test data shape: ', (29743, 30), (29743, 30), (7436, 30), (7436, 30))
('num steps in trn and val epochs', 116, 29)
('Model name', 'lstm_all_variants')
building graph...
created model.
starting to train model!
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN X (Pascal)
major: 6 minor: 1 memoryClockRate (GHz) 1.531
pciBusID 0000:03:00.0
Total memory: 11.90GiB
Free memory: 11.76GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:03:00.0)
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 2680 get requests, put_count=2481 evicted_count=1000 eviction_rate=0.403063 and unsatisfied allocation rate=0.484701
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 100 to 110
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 2722 get requests, put_count=2829 evicted_count=1000 eviction_rate=0.353482 and unsatisfied allocation rate=0.336517
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 256 to 281
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:247] PoolAllocator: After 24354 get requests, put_count=24355 evicted_count=1000 eviction_rate=0.0410593 and unsatisfied allocation rate=0.0434426
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:259] Raising pool_size_limit_ from 655 to 720
('epoch', 0, 'train_loss:', 4.4128535199165349, 'val_loss:', 1.040169324874878)
('epoch', 1, 'train_loss:', 4.0556982731819149, 'val_loss:', 0.99480120182037357)
('epoch', 2, 'train_loss:', 3.9387200498580932, 'val_loss:', 0.97556018829345703)
('epoch', 3, 'train_loss:', 3.8809462332725526, 'val_loss:', 0.9653217768669129)
('epoch', 4, 'train_loss:', 3.8307639360427856, 'val_loss:', 0.95379939794540403)
('epoch', 5, 'train_loss:', 3.7766029930114744, 'val_loss:', 0.93665549755096433)
('epoch', 6, 'train_loss:', 3.7026052093505859, 'val_loss:', 0.91463827848434454)
('epoch', 7, 'train_loss:', 3.6122050094604492, 'val_loss:', 0.89317133665084836)
('epoch', 8, 'train_loss:', 3.5176258754730223, 'val_loss:', 0.865319082736969)
('epoch', 9, 'train_loss:', 3.4262941527366637, 'val_loss:', 0.84506821870803828)
('epoch', 10, 'train_loss:', 3.3506609535217287, 'val_loss:', 0.83377504348754883)
('epoch', 11, 'train_loss:', 3.2943542027473449, 'val_loss:', 0.8175007700920105)
('epoch', 12, 'train_loss:', 3.2416394996643065, 'val_loss:', 0.80493714332580568)
('epoch', 13, 'train_loss:', 3.1884347534179689, 'val_loss:', 0.79366131067276002)
('epoch', 14, 'train_loss:', 3.1488908290863038, 'val_loss:', 0.77960706949234004)
('epoch', 15, 'train_loss:', 3.1004421377182005, 'val_loss:', 0.77308145284652707)
('epoch', 16, 'train_loss:', 3.0617034411430359, 'val_loss:', 0.7634829664230347)
('epoch', 17, 'train_loss:', 3.02446617603302, 'val_loss:', 0.75356671333312986)
('epoch', 18, 'train_loss:', 2.9953845405578612, 'val_loss:', 0.7470647644996643)
('epoch', 19, 'train_loss:', 2.9699564695358278, 'val_loss:', 0.74164083957672122)
('epoch', 20, 'train_loss:', 2.9446656203269956, 'val_loss:', 0.73459623813629149)
('epoch', 21, 'train_loss:', 2.925668969154358, 'val_loss:', 0.72678285837173462)
('epoch', 22, 'train_loss:', 2.908449149131775, 'val_loss:', 0.72489486932754521)
('epoch', 23, 'train_loss:', 2.8878701019287107, 'val_loss:', 0.72090976953506469)
('epoch', 24, 'train_loss:', 2.872765688896179, 'val_loss:', 0.71823459386825561)
('epoch', 25, 'train_loss:', 2.8600245547294616, 'val_loss:', 0.71509922742843623)
('epoch', 26, 'train_loss:', 2.8448393011093138, 'val_loss:', 0.71011645555496217)
('epoch', 27, 'train_loss:', 2.8306345534324646, 'val_loss:', 0.70712868213653568)
('epoch', 28, 'train_loss:', 2.8200770068168639, 'val_loss:', 0.70469772338867187)
('epoch', 29, 'train_loss:', 2.8094728279113768, 'val_loss:', 0.70263373613357549)
('epoch', 30, 'train_loss:', 2.7977585077285765, 'val_loss:', 0.69985897779464723)
('epoch', 31, 'train_loss:', 2.7875064015388489, 'val_loss:', 0.69666633605957029)
('epoch', 32, 'train_loss:', 2.7753326892852783, 'val_loss:', 0.69491199254989622)
('epoch', 33, 'train_loss:', 2.7674822211265564, 'val_loss:', 0.69244443655014043)
('epoch', 34, 'train_loss:', 2.7565634632110596, 'val_loss:', 0.68882041692733764)
('epoch', 35, 'train_loss:', 2.748316698074341, 'val_loss:', 0.68693545818328861)
('epoch', 36, 'train_loss:', 2.7365256333351136, 'val_loss:', 0.68522153854370116)
('epoch', 37, 'train_loss:', 2.7270763564109801, 'val_loss:', 0.68400713682174685)
